Thu Jul  6 14:46:14 2023 | INFO  | loadConfig                               | Config loaded
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | SEGA GENESIS
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | SEGA CD
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:17 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | SEGA 32X
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | ATARI 2600
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | ATARI 5200
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | ATARI 7800
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | INTELLIVISION
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | NEO GEO CD
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | PC ENGINE
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | PC ENGINE CD
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | PLAYSTATION
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Current exec ready
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | free as a bird 2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Executable set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Setting logo, background and system
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Set
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 1
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out2
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 3
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 4
Thu Jul  6 14:46:18 2023 | INFO  | initializeFonts                          | Fonts initialized
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 5
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 6
Thu Jul  6 14:46:18 2023 | INFO  | loadSections                             | Out 7
Thu Jul  6 14:46:18 2023 | INFO  | initialSetup2                            | Loading favorites
Thu Jul  6 14:46:18 2023 | INFO  | loadFavorites                            | Loaded favorites
Thu Jul  6 14:46:18 2023 | INFO  | initSuspendTimer                         | Suspend timer initialized
Thu Jul  6 14:46:18 2023 | INFO  | determineStartingScreen                  | Loading game list
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | ODYSSEY2
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | Should we skip this?
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | No, loading game list
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | Scanning directory
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | Processing files
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | All files loaded
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | The list needs to be sorted
Thu Jul  6 14:46:18 2023 | INFO  | loadGameList                             | Finished
Thu Jul  6 14:46:18 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Thu Jul  6 14:46:18 2023 | INFO  | determineStartingScreen                  | Found starting screen
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | getBatteryLevel
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | Battery charge: 91
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | Battery charging: 1
Thu Jul  6 14:46:18 2023 | INFO  | main                                     | Checking launch at boot
Thu Jul  6 14:46:18 2023 | INFO  | updateScreen                             | Menu mode
Thu Jul  6 14:46:18 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Thu Jul  6 14:46:18 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Thu Jul  6 14:46:18 2023 | INFO  | drawGameList                             | Game list - Done
Thu Jul  6 14:46:18 2023 | INFO  | setupDecorations                         | Decorations set
Thu Jul  6 14:46:18 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Jul  6 14:46:18 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:18 2023 | INFO  | showConsole                              | Current console shown
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | getBatteryLevel
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | Battery charge: 91
Thu Jul  6 14:46:18 2023 | INFO  | Battery                                  | Battery charging: 1
Thu Jul  6 14:46:18 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Jul  6 14:46:18 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:18 2023 | INFO  | showConsole                              | Current console shown
Thu Jul  6 14:46:58 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Thu Jul  6 14:46:58 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:58 2023 | INFO  | showConsole                              | Current console shown
Thu Jul  6 14:46:59 2023 | INFO  | Battery                                  | getBatteryLevel
Thu Jul  6 14:46:59 2023 | INFO  | Battery                                  | Battery charge: 91
Thu Jul  6 14:46:59 2023 | INFO  | Battery                                  | Battery charging: 1
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Setting options and values
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Drawing shit
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 436 - 0 - 44 - {250,250,250}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 84 - 0 - 0 - {37,50,56}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {121,121,121}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Positioning batt 1
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 8 - 0 - 84 - {80,80,255}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Defining number of items
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | About to go through items
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Session 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Chosen setting
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Session 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | quit
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 38 - 0 - 92 - {225,225,225}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 130 - {229,229,229}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Theme 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Theme 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | ATC Elegant Color
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 168 - {229,229,229}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Appearance 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Appearance 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 206 - {229,229,229}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 2
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | ---
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | System 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Non-Chosen setting
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | System 
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       |  
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Drawing rect
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | 640 - 2 - 0 - 244 - {229,229,229}
Thu Jul  6 14:46:59 2023 | INFO  | drawRectangleToScreen                    | Filling
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 1
Thu Jul  6 14:46:59 2023 | INFO  | drawSettingsScreen                       | Next line 2
